"VegDate","Plot","Distance","Depth","StationKey"
"2013-6-10 0:00:00","S",40,-881,"Y-01-200-SW"
"2013-6-10 0:00:00","S",50,-881,"Y-01-200-SW"
"2013-6-10 0:00:00","W",10,7,"Y-01-200-SW"
"2013-6-10 0:00:00","W",20,6,"Y-01-200-SW"
"2013-6-10 0:00:00","W",30,5,"Y-01-200-SW"
"2013-6-10 0:00:00","W",40,-881,"Y-01-200-SW"
"2013-6-10 0:00:00","W",50,-881,"Y-01-200-SW"
"2013-6-10 0:00:00","C",0,8,"Y-01-200-CT"
"2013-6-10 0:00:00","N",10,7,"Y-01-200-CT"
"2013-6-10 0:00:00","N",20,8,"Y-01-200-CT"
"2013-6-10 0:00:00","N",30,9,"Y-01-200-CT"
"2013-6-10 0:00:00","N",40,4,"Y-01-200-CT"
"2013-6-10 0:00:00","N",50,0,"Y-01-200-CT"
"2013-6-10 0:00:00","E",10,11,"Y-01-200-CT"
"2013-6-10 0:00:00","E",20,12,"Y-01-200-CT"
"2013-6-10 0:00:00","E",30,8,"Y-01-200-CT"
"2013-6-10 0:00:00","E",40,8,"Y-01-200-CT"
"2013-6-10 0:00:00","E",50,8,"Y-01-200-CT"
"2013-6-10 0:00:00","S",10,3,"Y-01-200-CT"
"2013-6-10 0:00:00","S",20,10,"Y-01-200-CT"
"2013-6-10 0:00:00","S",30,9,"Y-01-200-CT"
"2013-6-10 0:00:00","S",40,11,"Y-01-200-CT"
"2013-6-10 0:00:00","S",50,7,"Y-01-200-CT"
"2013-6-10 0:00:00","W",10,10,"Y-01-200-CT"
"2013-6-10 0:00:00","W",20,12,"Y-01-200-CT"
"2013-6-10 0:00:00","W",30,11,"Y-01-200-CT"
"2013-6-10 0:00:00","W",40,5,"Y-01-200-CT"
"2013-6-10 0:00:00","W",50,6,"Y-01-200-CT"
"2013-6-10 0:00:00","C",0,0,"Y-01-200-SE"
"2013-6-10 0:00:00","N",10,11,"Y-01-200-SE"
"2013-6-10 0:00:00","N",20,25,"Y-01-200-SE"
"2013-6-10 0:00:00","N",30,42,"Y-01-200-SE"
"2013-6-10 0:00:00","N",40,51,"Y-01-200-SE"
"2013-6-10 0:00:00","N",50,30,"Y-01-200-SE"
"2013-6-10 0:00:00","E",10,0,"Y-01-200-SE"
"2013-6-10 0:00:00","E",20,8,"Y-01-200-SE"
"2013-6-10 0:00:00","E",30,7,"Y-01-200-SE"
"2013-6-10 0:00:00","E",40,14,"Y-01-200-SE"
"2013-6-10 0:00:00","E",50,12,"Y-01-200-SE"
"2013-6-10 0:00:00","S",10,0,"Y-01-200-SE"
"2013-6-10 0:00:00","S",20,0,"Y-01-200-SE"
"2013-6-10 0:00:00","S",30,0,"Y-01-200-SE"
"2013-6-10 0:00:00","S",40,0,"Y-01-200-SE"
"2013-6-10 0:00:00","S",50,0,"Y-01-200-SE"
"2013-6-10 0:00:00","W",10,0,"Y-01-200-SE"
"2013-6-10 0:00:00","W",20,0,"Y-01-200-SE"
"2013-6-10 0:00:00","W",30,0,"Y-01-200-SE"
"2013-6-10 0:00:00","W",40,2,"Y-01-200-SE"
"2013-6-10 0:00:00","W",50,0,"Y-01-200-SE"
"2013-6-10 0:00:00","C",0,0,"Y-01-201-CT"
"2013-6-10 0:00:00","N",10,0,"Y-01-201-CT"
"2013-6-10 0:00:00","N",20,0,"Y-01-201-CT"
"2013-6-10 0:00:00","N",30,10,"Y-01-201-CT"
"2013-6-10 0:00:00","N",40,12,"Y-01-201-CT"
"2013-7-16 0:00:00","N",20,0,"Y-02-206-SW"
"2013-7-16 0:00:00","N",30,0,"Y-02-206-SW"
"2013-7-16 0:00:00","N",40,0,"Y-02-206-SW"
"2013-7-16 0:00:00","N",50,3,"Y-02-206-SW"
"2013-7-16 0:00:00","E",10,0,"Y-02-206-SW"
"2013-7-16 0:00:00","E",20,2,"Y-02-206-SW"
"2013-7-16 0:00:00","E",30,0,"Y-02-206-SW"
"2013-7-16 0:00:00","E",40,0,"Y-02-206-SW"
"2013-7-16 0:00:00","E",50,0,"Y-02-206-SW"
"2013-7-16 0:00:00","S",10,0,"Y-02-206-SW"
"2013-7-16 0:00:00","S",20,0,"Y-02-206-SW"
"2013-7-16 0:00:00","S",30,0,"Y-02-206-SW"
"2013-7-16 0:00:00","S",40,0,"Y-02-206-SW"
"2013-7-16 0:00:00","S",50,0,"Y-02-206-SW"
"2013-7-16 0:00:00","W",10,0,"Y-02-206-SW"
"2013-7-16 0:00:00","W",20,0,"Y-02-206-SW"
"2013-7-16 0:00:00","W",30,0,"Y-02-206-SW"
"2013-7-16 0:00:00","W",40,0,"Y-02-206-SW"
"2013-7-16 0:00:00","W",50,0,"Y-02-206-SW"
"2013-7-16 0:00:00","C",0,0,"Y-02-206-NW"
"2013-7-16 0:00:00","N",10,3,"Y-02-206-NW"
"2013-7-16 0:00:00","N",20,0,"Y-02-206-NW"
"2013-7-16 0:00:00","N",30,0,"Y-02-206-NW"
"2013-7-16 0:00:00","N",40,0,"Y-02-206-NW"
"2013-7-16 0:00:00","N",50,2,"Y-02-206-NW"
"2013-7-16 0:00:00","E",10,0,"Y-02-206-NW"
"2013-7-16 0:00:00","E",20,7,"Y-02-206-NW"
"2013-7-16 0:00:00","E",30,10,"Y-02-206-NW"
"2013-7-16 0:00:00","E",40,0,"Y-02-206-NW"
"2013-7-16 0:00:00","E",50,0,"Y-02-206-NW"
"2013-7-16 0:00:00","S",10,14,"Y-02-206-NW"
"2013-7-16 0:00:00","S",20,0,"Y-02-206-NW"
"2013-7-16 0:00:00","S",30,2,"Y-02-206-NW"
"2013-7-16 0:00:00","S",40,9,"Y-02-206-NW"
"2013-7-16 0:00:00","S",50,0,"Y-02-206-NW"
"2013-7-16 0:00:00","W",10,4,"Y-02-206-NW"
"2013-7-16 0:00:00","W",20,0,"Y-02-206-NW"
"2013-7-16 0:00:00","W",30,0,"Y-02-206-NW"
"2013-7-16 0:00:00","W",40,0,"Y-02-206-NW"
"2013-7-16 0:00:00","W",50,0,"Y-02-206-NW"
"2013-7-16 0:00:00","C",0,0,"Y-02-206-SE"
"2013-7-16 0:00:00","N",10,0,"Y-02-206-SE"
"2013-7-16 0:00:00","N",20,0,"Y-02-206-SE"
"2013-7-16 0:00:00","N",30,0,"Y-02-206-SE"
"2013-7-16 0:00:00","N",40,0,"Y-02-206-SE"
"2013-7-16 0:00:00","N",50,0,"Y-02-206-SE"
"2013-7-16 0:00:00","E",10,0,"Y-02-206-SE"
"2013-7-16 0:00:00","E",20,0,"Y-02-206-SE"
"2013-7-16 0:00:00","E",30,0,"Y-02-206-SE"
"2013-7-16 0:00:00","E",40,0,"Y-02-206-SE"
"2013-7-16 0:00:00","E",50,0,"Y-02-206-SE"
"2013-7-16 0:00:00","S",10,0,"Y-02-206-SE"
"2013-7-16 0:00:00","S",20,0,"Y-02-206-SE"
"2013-7-16 0:00:00","S",30,0,"Y-02-206-SE"
"2013-7-16 0:00:00","S",40,0,"Y-02-206-SE"
"2013-7-16 0:00:00","S",50,0,"Y-02-206-SE"
"2013-7-16 0:00:00","W",10,0,"Y-02-206-SE"
"2013-7-16 0:00:00","W",20,0,"Y-02-206-SE"
"2013-7-16 0:00:00","W",30,0,"Y-02-206-SE"
"2013-7-16 0:00:00","W",40,0,"Y-02-206-SE"
"2013-7-16 0:00:00","W",50,0,"Y-02-206-SE"
"2013-7-16 0:00:00","C",0,0,"Y-02-206-CT"
"2013-7-16 0:00:00","N",10,0,"Y-02-206-CT"
"2013-7-16 0:00:00","N",20,0,"Y-02-206-CT"
"2013-7-16 0:00:00","N",30,0,"Y-02-206-CT"
"2013-7-16 0:00:00","N",40,0,"Y-02-206-CT"
"2013-7-16 0:00:00","N",50,0,"Y-02-206-CT"
"2013-7-16 0:00:00","E",10,0,"Y-02-206-CT"
"2013-7-16 0:00:00","E",20,0,"Y-02-206-CT"
"2013-7-16 0:00:00","E",30,0,"Y-02-206-CT"
"2013-7-16 0:00:00","E",40,0,"Y-02-206-CT"
"2013-7-16 0:00:00","E",50,0,"Y-02-206-CT"
"2013-7-16 0:00:00","S",10,0,"Y-02-206-CT"
"2013-7-16 0:00:00","S",20,0,"Y-02-206-CT"
"2013-7-16 0:00:00","S",30,0,"Y-02-206-CT"
"2013-7-16 0:00:00","S",40,0,"Y-02-206-CT"
"2013-7-16 0:00:00","S",50,0,"Y-02-206-CT"
"2013-7-16 0:00:00","W",10,0,"Y-02-206-CT"
"2013-7-16 0:00:00","W",20,0,"Y-02-206-CT"
"2013-7-16 0:00:00","W",30,0,"Y-02-206-CT"
"2013-7-16 0:00:00","W",40,0,"Y-02-206-CT"
"2013-7-16 0:00:00","W",50,2,"Y-02-206-CT"
"2013-6-27 0:00:00","C",0,0,"Y-03-208-NE"
"2013-6-27 0:00:00","N",10,9,"Y-03-208-NE"
"2013-6-27 0:00:00","N",20,3,"Y-03-208-NE"
"2013-6-27 0:00:00","N",30,5,"Y-03-208-NE"
"2013-6-27 0:00:00","N",40,5,"Y-03-208-NE"
"2013-6-27 0:00:00","N",50,1,"Y-03-208-NE"
"2013-6-27 0:00:00","E",10,6,"Y-03-208-NE"
"2013-6-27 0:00:00","E",20,2,"Y-03-208-NE"
"2013-6-27 0:00:00","E",30,3,"Y-03-208-NE"
"2013-6-27 0:00:00","E",40,10,"Y-03-208-NE"
"2013-6-27 0:00:00","E",50,15,"Y-03-208-NE"
"2013-6-27 0:00:00","S",10,0,"Y-03-208-NE"
"2013-6-27 0:00:00","S",20,0,"Y-03-208-NE"
"2013-6-27 0:00:00","S",30,2,"Y-03-208-NE"
"2013-6-27 0:00:00","S",40,4,"Y-03-208-NE"
"2013-6-27 0:00:00","S",50,0,"Y-03-208-NE"
"2013-6-27 0:00:00","W",10,0,"Y-03-208-NE"
"2013-6-27 0:00:00","W",20,0,"Y-03-208-NE"
"2013-6-27 0:00:00","W",30,1,"Y-03-208-NE"
"2013-6-27 0:00:00","W",40,7,"Y-03-208-NE"
"2013-6-27 0:00:00","W",50,14,"Y-03-208-NE"
"2013-6-27 0:00:00","C",0,18,"Y-03-208-SE"
"2013-6-27 0:00:00","N",10,22,"Y-03-208-SE"
"2013-6-27 0:00:00","N",20,10,"Y-03-208-SE"
"2013-6-27 0:00:00","N",30,12,"Y-03-208-SE"
"2013-6-27 0:00:00","N",40,8,"Y-03-208-SE"
"2013-6-27 0:00:00","N",50,9,"Y-03-208-SE"
"2013-6-27 0:00:00","E",10,12,"Y-03-208-SE"
"2013-6-27 0:00:00","E",20,14,"Y-03-208-SE"
"2013-6-27 0:00:00","E",30,10,"Y-03-208-SE"
"2013-6-27 0:00:00","E",40,18,"Y-03-208-SE"
"2013-6-27 0:00:00","E",50,9,"Y-03-208-SE"
"2013-6-27 0:00:00","S",10,6,"Y-03-208-SE"
"2013-6-27 0:00:00","S",20,0,"Y-03-208-SE"
"2013-6-27 0:00:00","S",30,13,"Y-03-208-SE"
"2013-6-27 0:00:00","S",40,10,"Y-03-208-SE"
"2013-6-27 0:00:00","S",50,15,"Y-03-208-SE"
"2013-6-27 0:00:00","W",10,8,"Y-03-208-SE"
"2013-6-27 0:00:00","W",20,16,"Y-03-208-SE"
"2013-6-27 0:00:00","W",30,17,"Y-03-208-SE"
"2013-6-27 0:00:00","W",40,10,"Y-03-208-SE"
"2013-6-27 0:00:00","W",50,7,"Y-03-208-SE"
"2013-6-28 0:00:00","C",0,5,"Y-03-208-CT"
"2013-6-28 0:00:00","S",10,10,"Y-03-208-CT"
"2013-6-28 0:00:00","S",20,0,"Y-03-208-CT"
"2013-6-28 0:00:00","S",30,0,"Y-03-208-CT"
"2013-6-28 0:00:00","S",40,0,"Y-03-208-CT"
"2013-6-28 0:00:00","S",50,11,"Y-03-208-CT"
"2013-6-28 0:00:00","W",10,11,"Y-03-208-CT"
"2013-6-28 0:00:00","W",20,12,"Y-03-208-CT"
"2013-6-28 0:00:00","W",30,10,"Y-03-208-CT"
"2013-6-28 0:00:00","W",40,10,"Y-03-208-CT"
"2013-6-28 0:00:00","W",50,0,"Y-03-208-CT"
"2013-6-26 0:00:00","C",0,14,"Y-03-209-NE"
"2013-6-26 0:00:00","N",10,15,"Y-03-209-NE"
"2013-6-26 0:00:00","N",20,12,"Y-03-209-NE"
"2013-6-26 0:00:00","N",30,17,"Y-03-209-NE"
"2013-6-26 0:00:00","N",40,15,"Y-03-209-NE"
"2013-6-26 0:00:00","N",50,14,"Y-03-209-NE"
"2013-6-26 0:00:00","E",10,19,"Y-03-209-NE"
"2013-6-26 0:00:00","E",20,22,"Y-03-209-NE"
"2013-6-26 0:00:00","E",30,19,"Y-03-209-NE"
"2013-6-26 0:00:00","E",40,16,"Y-03-209-NE"
"2013-6-26 0:00:00","E",50,15,"Y-03-209-NE"
"2013-6-26 0:00:00","S",10,17,"Y-03-209-NE"
"2013-6-26 0:00:00","S",20,19,"Y-03-209-NE"
"2013-6-26 0:00:00","S",30,16,"Y-03-209-NE"
"2013-6-26 0:00:00","S",40,19,"Y-03-209-NE"
"2013-6-26 0:00:00","S",50,0,"Y-03-209-NE"
"2013-6-26 0:00:00","W",10,14,"Y-03-209-NE"
"2013-6-26 0:00:00","W",20,16,"Y-03-209-NE"
"2013-6-26 0:00:00","W",30,15,"Y-03-209-NE"
"2013-6-26 0:00:00","W",40,12,"Y-03-209-NE"
"2013-6-26 0:00:00","W",50,15,"Y-03-209-NE"
"2013-6-26 0:00:00","C",0,22,"Y-03-209-SE"
"2013-6-26 0:00:00","N",10,24,"Y-03-209-SE"
"2013-6-26 0:00:00","N",20,10,"Y-03-209-SE"
"2013-6-26 0:00:00","N",30,16,"Y-03-209-SE"
"2013-6-26 0:00:00","N",40,17,"Y-03-209-SE"
"2013-6-26 0:00:00","N",50,17,"Y-03-209-SE"
"2013-6-26 0:00:00","E",10,19,"Y-03-209-SE"
"2013-6-26 0:00:00","E",20,23,"Y-03-209-SE"
"2013-6-26 0:00:00","E",30,19,"Y-03-209-SE"
"2013-6-26 0:00:00","E",40,16,"Y-03-209-SE"
"2013-6-26 0:00:00","E",50,20,"Y-03-209-SE"
"2013-6-26 0:00:00","S",10,24,"Y-03-209-SE"
"2013-6-26 0:00:00","S",20,23,"Y-03-209-SE"
"2013-6-26 0:00:00","S",30,25,"Y-03-209-SE"
"2013-6-26 0:00:00","S",40,20,"Y-03-209-SE"
"2013-6-26 0:00:00","S",50,14,"Y-03-209-SE"
"2013-6-26 0:00:00","W",10,14,"Y-03-209-SE"
"2013-6-26 0:00:00","W",20,10,"Y-03-209-SE"
"2013-6-26 0:00:00","W",30,17,"Y-03-209-SE"
"2013-6-26 0:00:00","W",40,13,"Y-03-209-SE"
"2013-6-26 0:00:00","W",50,13,"Y-03-209-SE"
"2013-6-26 0:00:00","C",0,20,"Y-03-209-CT"
"2013-6-26 0:00:00","N",10,14,"Y-03-209-CT"
"2013-6-26 0:00:00","N",20,19,"Y-03-209-CT"
"2013-6-26 0:00:00","N",30,18,"Y-03-209-CT"
"2013-6-26 0:00:00","N",40,19,"Y-03-209-CT"
"2013-6-26 0:00:00","N",50,26,"Y-03-209-CT"
"2013-6-26 0:00:00","E",10,8,"Y-03-209-CT"
"2013-6-26 0:00:00","E",20,17,"Y-03-209-CT"
"2013-6-26 0:00:00","E",30,16,"Y-03-209-CT"
"2013-6-26 0:00:00","E",40,17,"Y-03-209-CT"
"2013-6-26 0:00:00","E",50,18,"Y-03-209-CT"
"2013-6-26 0:00:00","S",10,23,"Y-03-209-CT"
"2013-6-26 0:00:00","S",20,0,"Y-03-209-CT"
"2013-6-26 0:00:00","S",30,16,"Y-03-209-CT"
"2013-6-26 0:00:00","S",40,20,"Y-03-209-CT"
"2013-6-26 0:00:00","S",50,8,"Y-03-209-CT"
"2013-6-26 0:00:00","W",10,14,"Y-03-209-CT"
"2013-6-26 0:00:00","W",20,13,"Y-03-209-CT"
"2013-6-26 0:00:00","W",30,5,"Y-03-209-CT"
"2013-6-26 0:00:00","W",40,12,"Y-03-209-CT"
"2013-6-26 0:00:00","W",50,17,"Y-03-209-CT"
"2013-6-6 0:00:00","C",0,7,"Y-03-210-NW"
"2013-6-6 0:00:00","N",10,8,"Y-03-210-NW"
"2013-6-6 0:00:00","N",20,10,"Y-03-210-NW"
"2013-6-6 0:00:00","N",30,11,"Y-03-210-NW"
"2013-6-6 0:00:00","N",40,6,"Y-03-210-NW"
"2013-6-6 0:00:00","N",50,8,"Y-03-210-NW"
"2013-6-6 0:00:00","E",10,11,"Y-03-210-NW"
"2013-6-6 0:00:00","E",20,8,"Y-03-210-NW"
"2013-6-6 0:00:00","E",30,6,"Y-03-210-NW"
"2013-6-6 0:00:00","E",40,5,"Y-03-210-NW"
"2013-6-6 0:00:00","E",50,6,"Y-03-210-NW"
"2013-6-6 0:00:00","S",10,2,"Y-03-210-NW"
"2013-6-6 0:00:00","S",20,8,"Y-03-210-NW"
"2013-6-6 0:00:00","S",30,8,"Y-03-210-NW"
"2013-6-6 0:00:00","S",40,6,"Y-03-210-NW"
"2013-6-6 0:00:00","S",50,7,"Y-03-210-NW"
"2013-6-6 0:00:00","W",10,8,"Y-03-210-NW"
"2013-6-6 0:00:00","W",20,11,"Y-03-210-NW"
"2013-6-6 0:00:00","W",30,4,"Y-03-210-NW"
"2013-6-6 0:00:00","W",40,9,"Y-03-210-NW"
"2013-6-6 0:00:00","W",50,0,"Y-03-210-NW"
"2013-6-6 0:00:00","C",0,12,"Y-03-210-CT"
"2013-6-6 0:00:00","N",10,14,"Y-03-210-CT"
"2013-6-6 0:00:00","N",20,9,"Y-03-210-CT"
"2013-6-6 0:00:00","N",30,10,"Y-03-210-CT"
"2013-6-6 0:00:00","N",40,11,"Y-03-210-CT"
"2013-6-6 0:00:00","N",50,15,"Y-03-210-CT"
"2013-6-6 0:00:00","E",10,10,"Y-03-210-CT"
"2013-6-6 0:00:00","E",20,10,"Y-03-210-CT"
"2013-6-6 0:00:00","E",30,15,"Y-03-210-CT"
"2013-6-6 0:00:00","E",40,11,"Y-03-210-CT"
"2013-6-6 0:00:00","E",50,15,"Y-03-210-CT"
"2013-6-6 0:00:00","S",10,10,"Y-03-210-CT"
"2013-6-6 0:00:00","S",20,8,"Y-03-210-CT"
"2013-6-6 0:00:00","S",30,5,"Y-03-210-CT"
"2013-6-6 0:00:00","S",40,8,"Y-03-210-CT"
"2013-6-6 0:00:00","S",50,10,"Y-03-210-CT"
"2013-6-6 0:00:00","W",10,17,"Y-03-210-CT"
"2013-6-6 0:00:00","W",20,9,"Y-03-210-CT"
"2013-6-6 0:00:00","W",30,10,"Y-03-210-CT"
"2013-6-6 0:00:00","W",40,15,"Y-03-210-CT"
"2013-6-6 0:00:00","W",50,10,"Y-03-210-CT"
"2013-6-6 0:00:00","C",0,0,"Y-03-210-SE"
"2013-6-6 0:00:00","N",10,0,"Y-03-210-SE"
"2013-6-6 0:00:00","N",20,0,"Y-03-210-SE"
"2013-6-6 0:00:00","N",30,0,"Y-03-210-SE"
"2013-6-6 0:00:00","N",40,0,"Y-03-210-SE"
"2013-6-6 0:00:00","N",50,0,"Y-03-210-SE"
"2013-6-6 0:00:00","E",10,10,"Y-03-210-SE"
"2013-6-6 0:00:00","E",20,13,"Y-03-210-SE"
